0.9	1.2000000000000002
0.9	1.3000000000000003
1.	1.
1.	1.1
1.	1.2000000000000002
1.	1.3000000000000003
1.	1.4000000000000001
1.	1.5000000000000002
1.	1.6
1.1	0.9
1.1	1.
1.1	1.1
1.1	1.2000000000000002
1.1	1.3000000000000003
1.1	1.4000000000000001
1.1	1.5000000000000002
1.1	1.6
1.1	1.7000000000000002
1.1	1.8000000000000003
1.1	1.9000000000000001
1.2000000000000002	0.8
1.2000000000000002	0.9
1.2000000000000002	1.
1.2000000000000002	1.1
1.2000000000000002	1.2000000000000002
1.2000000000000002	1.3000000000000003
1.2000000000000002	1.4000000000000001
1.2000000000000002	1.5000000000000002
1.2000000000000002	1.6
1.2000000000000002	1.7000000000000002
1.2000000000000002	1.8000000000000003
1.2000000000000002	1.9000000000000001
1.2000000000000002	2.
1.3000000000000003	0.5
1.3000000000000003	0.6
1.3000000000000003	0.7000000000000001
1.3000000000000003	0.8
1.3000000000000003	0.9
1.3000000000000003	1.
1.3000000000000003	1.1
1.3000000000000003	1.2000000000000002
1.3000000000000003	1.3000000000000003
1.3000000000000003	1.4000000000000001
1.3000000000000003	1.5000000000000002
1.3000000000000003	1.6
1.3000000000000003	1.7000000000000002
1.3000000000000003	1.8000000000000003
1.3000000000000003	1.9000000000000001
1.3000000000000003	2.
1.4000000000000001	0.1
1.4000000000000001	0.2
1.4000000000000001	0.30000000000000004
1.4000000000000001	0.4
1.4000000000000001	0.5
1.4000000000000001	0.6
1.4000000000000001	0.7000000000000001
1.4000000000000001	0.8
1.4000000000000001	0.9
1.4000000000000001	1.
1.4000000000000001	1.1
1.4000000000000001	1.2000000000000002
1.4000000000000001	1.3000000000000003
1.4000000000000001	1.4000000000000001
1.4000000000000001	1.5000000000000002
1.4000000000000001	1.6
1.4000000000000001	1.7000000000000002
1.4000000000000001	1.8000000000000003
1.4000000000000001	1.9000000000000001
1.4000000000000001	2.
1.5000000000000002	0.1
1.5000000000000002	0.2
1.5000000000000002	0.30000000000000004
1.5000000000000002	0.4
1.5000000000000002	0.5
1.5000000000000002	0.6
1.5000000000000002	0.7000000000000001
1.5000000000000002	0.8
1.5000000000000002	0.9
1.5000000000000002	1.
1.5000000000000002	1.1
1.5000000000000002	1.2000000000000002
1.5000000000000002	1.3000000000000003
1.5000000000000002	1.4000000000000001
1.5000000000000002	1.5000000000000002
1.5000000000000002	1.6
1.5000000000000002	1.7000000000000002
1.5000000000000002	1.8000000000000003
1.5000000000000002	1.9000000000000001
1.5000000000000002	2.
1.6	0.1
1.6	0.2
1.6	0.30000000000000004
1.6	0.4
1.6	0.5
1.6	0.6
1.6	0.7000000000000001
1.6	0.8
1.6	0.9
1.6	1.
1.6	1.1
1.6	1.2000000000000002
1.6	1.3000000000000003
1.6	1.4000000000000001
1.6	1.5000000000000002
1.6	1.6
1.6	1.7000000000000002
1.6	1.8000000000000003
1.6	1.9000000000000001
1.6	2.
1.7000000000000002	0.1
1.7000000000000002	0.2
1.7000000000000002	0.30000000000000004
1.7000000000000002	0.4
1.7000000000000002	0.5
1.7000000000000002	0.6
1.7000000000000002	0.7000000000000001
1.7000000000000002	0.8
1.7000000000000002	0.9
1.7000000000000002	1.
1.7000000000000002	1.1
1.7000000000000002	1.2000000000000002
1.7000000000000002	1.3000000000000003
1.7000000000000002	1.4000000000000001
1.7000000000000002	1.5000000000000002
1.7000000000000002	1.6
1.7000000000000002	1.7000000000000002
1.7000000000000002	1.8000000000000003
1.7000000000000002	1.9000000000000001
1.7000000000000002	2.
1.8000000000000003	0.1
1.8000000000000003	0.2
1.8000000000000003	0.30000000000000004
1.8000000000000003	0.4
1.8000000000000003	0.5
1.8000000000000003	0.6
1.8000000000000003	0.7000000000000001
1.8000000000000003	0.8
1.8000000000000003	0.9
1.8000000000000003	1.
1.8000000000000003	1.1
1.8000000000000003	1.2000000000000002
1.8000000000000003	1.3000000000000003
1.8000000000000003	1.4000000000000001
1.8000000000000003	1.5000000000000002
1.8000000000000003	1.6
1.8000000000000003	1.7000000000000002
1.8000000000000003	1.8000000000000003
1.9000000000000001	0.1
1.9000000000000001	0.2
1.9000000000000001	0.30000000000000004
1.9000000000000001	0.4
1.9000000000000001	0.5
1.9000000000000001	0.6
1.9000000000000001	0.7000000000000001
1.9000000000000001	0.8
1.9000000000000001	0.9
1.9000000000000001	1.
1.9000000000000001	1.1
1.9000000000000001	1.2000000000000002
1.9000000000000001	1.3000000000000003
1.9000000000000001	1.4000000000000001
1.9000000000000001	1.5000000000000002
1.9000000000000001	1.6
2.	0.1
2.	0.2
2.	0.30000000000000004
2.	0.4
2.	0.5
2.	0.6
2.	0.7000000000000001
2.	0.8
2.	0.9
2.	1.
2.	1.1
2.	1.2000000000000002
2.	1.3000000000000003
2.	1.4000000000000001
2.	1.5000000000000002
