4.29229,1.60253
4.29228,1.60253
4.29228,1.60253
4.29228,1.60253
4.29227,1.60253
4.29226,1.60253
4.29225,1.60253
4.29224,1.60253
4.29222,1.60253
4.2922,1.60252
4.29218,1.60252
4.29216,1.60252
4.29213,1.60252
4.29209,1.60251
4.29206,1.60251
4.29202,1.6025
4.29197,1.6025
4.29192,1.60249
4.29186,1.60248
4.29179,1.60248
4.29172,1.60247
4.29163,1.60246
4.29154,1.60245
4.29143,1.60244
4.29131,1.60242
4.29118,1.60241
4.29103,1.60239
4.29086,1.60238
4.29067,1.60235
4.29045,1.60233
4.29021,1.6023
4.28994,1.60228
4.28964,1.60224
4.28929,1.60221
4.28891,1.60216
4.28847,1.60212
4.28798,1.60206
4.28742,1.602
4.2868,1.60194
4.28609,1.60186
4.28529,1.60178
4.28439,1.60168
4.28337,1.60157
4.28223,1.60145
4.28093,1.60131
4.27947,1.60116
4.27782,1.60098
4.27595,1.60078
4.27384,1.60056
4.27147,1.60031
4.26878,1.60003
4.26575,1.59971
4.26233,1.59935
4.25847,1.59895
4.25411,1.5985
4.24919,1.59799
4.24364,1.59741
4.23736,1.59677
4.23027,1.59604
4.22226,1.59523
4.2132,1.59431
4.20294,1.59328
4.19133,1.59213
4.17818,1.59082
4.16328,1.58936
4.14639,1.58772
4.12724,1.58588
4.10552,1.58382
4.08089,1.5815
4.05298,1.57892
4.02139,1.57603
3.98565,1.57281
3.94529,1.56924
3.89983,1.56528
3.84873,1.5609
3.79148,1.55609
3.7276,1.5508
3.65661,1.54501
3.57813,1.53866
3.49185,1.53169
3.3976,1.52401
3.29536,1.51547
3.18527,1.50583
3.06762,1.49478
2.94284,1.48184
2.81145,1.46641
2.67396,1.44772
2.5308,1.42484
2.38226,1.39674
2.22843,1.36229
2.06917,1.32035
1.90425,1.26981
1.73343,1.20973
1.55679,1.13947
1.37525,1.05906
1.19167,0.969872
1.01287,0.876027
0.852984,0.786805
0.736582,0.718955
0.692906,0.692906
