2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.6636,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.6915
2.66361,2.69149
2.66361,2.69149
2.66361,2.69149
2.66361,2.69149
2.66361,2.69149
2.66361,2.69149
2.66361,2.69149
2.66361,2.69149
2.66361,2.69149
2.66361,2.69149
2.66362,2.69149
2.66362,2.6915
2.66362,2.6915
2.66363,2.6915
2.66363,2.6915
2.66363,2.6915
2.66362,2.6915
2.66362,2.6915
2.6636,2.69148
2.66358,2.69147
2.66354,2.69144
2.6635,2.69141
2.66345,2.69137
2.66341,2.69133
2.66338,2.6913
2.6634,2.6913
2.6635,2.69135
2.66373,2.69148
2.66414,2.69175
2.66482,2.69219
2.66581,2.69286
2.66718,2.69379
2.6689,2.695
2.67087,2.69641
2.6728,2.69786
2.67417,2.69901
2.67411,2.69928
2.67128,2.6978
2.66384,2.69331
2.64928,2.68413
2.62443,2.66807
2.5854,2.64236
2.52755,2.60367
2.44547,2.54789
2.33286,2.47007
2.18231,2.36407
1.98493,2.22211
1.72979,2.03419
1.40439,1.78815
1.0024,1.47578
0.571371,1.13223
0.347514,0.950858
